Duolingo_Category	Simplified Chinese	Traditional Chinese	Pinyin	English Definition
Languages 2	汉字	漢字	hàn zì	Chinese character / CL: 個｜个 / Japanese: kanji / Korean: hanja / Vietnamese: hán tự
Languages 2	努		nǔ	to exert / to strive
Languages 2	力		Lì   lì	surname Li  power / force / strength / ability / strenuously
Languages 2	提高		tí gāo	to raise / to increase / to improve
Languages 2	水平		shuǐ píng	level (of achievement etc) / standard / horizontal
Languages 2	后来	後來	hòu lái	afterwards / later
Languages 2	考	攷	kǎo   kǎo	to beat / to hit / variant of 考 / to inspect / to test / to take an exam  to check / to verify / to test / to examine / to take an exam / to take an entrance exam for / deceased father
Languages 2	提		tí	to carry (hanging down from the hand) / to lift / to put forward / to mention / to raise (an issue) / upwards character stroke / lifting brush stroke (in painting) / scoop for measuring liquid
Languages 2	平		Píng   píng	surname Ping  flat / level / equal / to tie (make the same score) / to draw (score) / calm / peaceful / see also 平聲｜平声
Personality and Feelings	看起来	看起來	kàn qǐ lai	seemingly / apparently / looks as if / appear to be / gives the impression that / seems on the face of it to be
Personality and Feelings	奇怪		qí guài	strange / odd / to marvel / to be baffled
Personality and Feelings	生气	生氣	shēng qì	to get angry / to take offense / angry / vitality / liveliness
Personality and Feelings	紧张	緊張	jǐn zhāng	nervous / keyed up / intense / tense / strained / in short supply / scarce / CL: 陣｜阵
Personality and Feelings	奇		jī   qí	odd (number)  strange / odd / weird / wonderful / surprisingly / unusually
Personality and Feelings	怪		guài	bewildering / odd / strange / uncanny / devil / monster / to wonder at / to blame / quite / rather
Personality and Feelings	紧	緊	jǐn	tight / strict / close at hand / near / urgent / tense / hard up / short of money / to tighten
Personality and Feelings	难过	難過	nán guò	to feel sad / to feel unwell / (of life) to be difficult
Personality and Feelings	地		de   dì	-ly / structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct  earth / ground / field / place / land / CL: 片
Personality and Feelings	想		xiǎng	to think / to believe / to suppose / to wish / to want / to miss (feel wistful about the absence of sb or sth)
Personality and Feelings	哭		kū	to cry / to weep
Personality and Feelings	可怕		kě pà	awful / dreadful / fearful / formidable / frightful / scary / hideous / horrible / terrible / terribly
Personality and Feelings	热情	熱情	rè qíng	cordial / enthusiastic / passion / passionate / passionately
Personality and Feelings	关心	關心	guān xīn	to be concerned about / to care about
Personality and Feelings	经常	經常	jīng cháng	frequently / constantly / regularly / often / day-to-day / everyday / daily
Personality and Feelings	遇到		yù dào	to meet / to run into / to come across
Personality and Feelings	好笑		hǎo xiào	laughable / funny / ridiculous
Personality and Feelings	遇		Yù   yù	surname Yu  to meet / to encounter / to treat / to receive / opportunity / chance
School 2	求		qiú	to seek / to look for / to request / to demand / to beseech
School 2	教		Jiào   jiāo   jiào	surname Jiao  to teach  religion / teaching / to make / to cause / to tell
School 2	班		Bān   bān	surname Ban  team / class / squad / work shift / ranking / CL: 個｜个 / classifier for groups
School 2	校长	校長	xiào zhǎng	(college, university) president / headmaster / CL: 個｜个, 位, 名
School 2	要求		yāo qiú	to request / to require / requirement / to stake a claim / to ask / to demand / CL: 點｜点
School 2	食堂		shí táng	dining hall / CL: 個｜个, 間｜间
School 2	食		shí   sì	to eat / food / animal feed / eclipse  to feed
School 2	堂		táng	(main) hall / large room for a specific purpose / CL: 間｜间 / relationship between cousins etc on the paternal side of a family / of the same clan / classifier for classes, lectures etc / classifier for sets of furniture
School 2	必须	必須	bì xū	to have to / must / compulsory / necessarily
School 2	完成		wán chéng	to complete / to accomplish
School 2	作业	作業	zuò yè	school assignment / homework / work / task / operation / CL: 個｜个 / to operate
School 2	高中		gāo zhōng   gāo zhòng	senior high school / abbr. for 高級中學｜高级中学  to pass brilliantly (used in congratulatory fashion)
School 2	必		bì	certainly / must / will / necessarily
School 2	成		Chéng   chéng	surname Cheng  to succeed / to finish / to complete / to accomplish / to become / to turn into / to be all right / OK! / one tenth
School 2	须	須	xū   xū	must / to have to / to wait  beard / mustache / feeler (of an insect etc) / tassel
School 2	业	業	Yè   yè	surname Ye  line of business / industry / occupation / job / employment / school studies / enterprise / property / (Buddhism) karma / deed / to engage in / already
School 2	向		Xiàng   xiàng   xiàng	surname Xiang  towards / to face / to turn towards / direction / to support / to side with / shortly before / formerly / always / all along  to tend toward / to guide / variant of 向
School 2	借		jiè	to lend / to borrow / by means of / to take (an opportunity)
School 2	笔记	筆記	bǐ jì	to take down (in writing) / notes / a type of literature consisting mainly of short sketches / CL: 本
School 2	铅笔	鉛筆	qiān bǐ	(lead) pencil / CL: 支, 枝, 桿｜杆
School 2	铅	鉛	qiān	lead (chemistry)
School 2	纸	紙	zhǐ	paper / CL: 張｜张, 沓 / classifier for documents, letter etc
School 2	清楚		qīng chu	clear / distinct / to understand thoroughly / to be clear about
School 2	黑板		hēi bǎn	blackboard / CL: 塊｜块, 個｜个
School 2	笔记本	筆記本	bǐ jì běn	notebook (stationery) / CL: 本 / notebook (computing)
School 2	清		Qīng   qīng	Qing or Ch'ing dynasty of Imperial China (1644-1911) / surname Qing  clear / distinct / quiet / just and honest / pure / to settle or clear up / to clean up or purge
School 2	楚		Chǔ   chǔ	surname Chu / abbr. for Hubei 湖北省 and Hunan 湖南省 provinces together / Chinese kingdom during the Spring and Autumn and Warring States Periods (722-221 BC)  distinct / clear / orderly / pain / suffering / deciduous bush used in Chinese medicine (genus Vitex) / punishment cane (old)
School 2	板		bǎn   bǎn   pàn	board / plank / plate / shutter / table tennis bat / clappers (music) / CL: 塊｜块 / accented beat in Chinese music / hard / stiff / to stop smiling or look serious  see 老闆｜老板, boss  to catch sight of in a doorway (old)
School 2	体育馆	體育館	tǐ yù guǎn	gym / gymnasium / stadium / CL: 個｜个
Future	化		huà	to make into / to change into / -ization / to ... -ize / to transform / abbr. for 化學｜化学
Future	算		suàn	to regard as / to figure / to calculate / to compute
Future	搬		bān	to move (i.e. relocate oneself) / to move (sth relatively heavy or bulky) / to shift / to copy indiscriminately
Future	变	變	biàn	to change / to become different / to transform / to vary / rebellion
Future	打算		dǎ suàn	to plan / to intend / to calculate / plan / intention / calculation / CL: 個｜个
Future	变化	變化	biàn huà	change / variation / to change / to vary / CL: 個｜个
Future	机会	機會	jī huì	opportunity / chance / occasion / CL: 個｜个
Future	留学	留學	liú xué	to study abroad
Future	国家	國家	guó jiā	country / nation / state / CL: 個｜个
Future	选择	選擇	xuǎn zé	to select / to pick / choice / option / alternative
Future	选	選	xuǎn	to choose / to pick / to select / to elect
Future	择	擇	zé	to select / to choose / to pick over / to pick out / to differentiate / to eliminate / also pr. [zhai2]
Future	结婚	結婚	jié hūn	to marry / to get married / CL: 次
Future	愿意	願意	yuàn yì	to wish / to want / ready / willing (to do sth)
Future	认真	認真	rèn zhēn	conscientious / earnest / serious / to take seriously / to take to heart
Future	结	結	jiē   jié	(of a plant) to produce (fruit or seeds) / Taiwan pr. [jie2]  knot / sturdy / bond / to tie / to bind / to check out (of a hotel)
Future	愿		yuàn   yuàn	honest / prudent / variant of 願｜愿  to hope / to wish / to desire / hoped-for / ready / willing
Future	婚		hūn	to marry / marriage / wedding / to take a wife
Future	当然	當然	dāng rán	only natural / as it should be / certainly / of course / without doubt
Future	放心		fàng xīn	to feel relieved / to feel reassured / to be at ease
Future	害怕		hài pà	to be afraid / to be scared
Future	当	噹	dāng   dāng   dàng	(onom.) dong / ding dong (bell)  to be / to act as / manage / withstand / when / during / ought / should / match equally / equal / same / obstruct / just at (a time or place) / on the spot / right / just at  at or in the very same... / suitable / adequate / fitting / proper / to replace / to regard as / to think / to pawn / (coll.) to fail (a student)
Future	害		hài	to do harm to / to cause trouble to / harm / evil / calamity
Future	怕		Pà   pà	surname Pa  to be afraid / to fear / to dread / to be unable to endure / perhaps
Future	分手		fēn shǒu	to part company / to split up / to break up
Environment	境		jìng	border / place / condition / boundary / circumstances / territory
Environment	环	環	Huán   huán	surname Huan  ring / hoop / loop / (chain) link / classifier for scores in archery etc / to surround / to encircle / to hem in
Environment	层	層	céng	layer / stratum / laminated / floor (of a building) / storey / classifier for layers / repeated / sheaf (math.)
Environment	方便		fāng biàn	convenient / suitable / to facilitate / to make things easy / having money to spare / (euphemism) to relieve oneself
Environment	环境	環境	huán jìng	environment / circumstances / surroundings / CL: 個｜个 / ambient
Environment	花		Huā   huā	surname Hua  flower / blossom / CL: 朵, 支, 束, 把, 盆, 簇 / fancy pattern / florid / to spend (money, time)
Environment	草		cǎo	grass / straw / manuscript / draft (of a document) / careless / rough / CL: 棵, 撮, 株, 根
Environment	太阳	太陽	tài yang	sun / CL: 個｜个 / abbr. for 太陽穴｜太阳穴
Environment	星星		xīng xing	star in the sky
Environment	阳	陽	yáng	positive (electric.) / sun / male principle (Taoism) / Yang, opposite: 陰｜阴 ☯
Environment	安静	安靜	ān jìng	quiet / peaceful / calm
Environment	楼	樓	Lóu   lóu	surname Lou  house with more than 1 story / storied building / floor / CL: 層｜层, 座, 棟｜栋
Environment	上		shǎng   shàng	see 上聲｜上声  on top / upon / above / upper / previous / first (of multiple parts) / to climb / to get onto / to go up / to attend (class or university)
Environment	来	來	lái	to come / to arrive / to come round / ever since / next
Environment	去		qù	to go / to go to (a place) / (of a time etc) last / just passed / to send / to remove / to get rid of / to reduce / to be apart from in space or time / to die (euphemism) / to play (a part) / (when used either before or after a verb) to go in order to do sth / (after a verb of motion indicates movement away from the speaker) / (used after certain verbs to indicate detachment or separation)
Environment	静	靜	jìng	still / calm / quiet / not moving
Environment	声音	聲音	shēng yīn	voice / sound / CL: 個｜个
Environment	影响	影響	yǐng xiǎng	influence / effect / to influence / to affect (usually adversely) / to disturb / CL: 股
Environment	邻居	鄰居	lín jū	neighbor / next door / CL: 個｜个
Environment	下		xià	down / downwards / below / lower / later / next (week etc) / second (of two parts) / to decline / to go down / to arrive at (a decision, conclusion etc) / measure word to show the frequency of an action
Environment	声	聲	shēng	sound / voice / tone / noise / classifier for sounds
Environment	邻	鄰	lín	neighbor / adjacent / close to
Environment	响	響	xiǎng	echo / sound / noise / to make a sound / to sound / to ring / loud / classifier for noises
Environment	居		Jū   jī   jū	surname Ju  (archaic) sentence-final particle expressing a doubting attitude  to reside / to be (in a certain position) / to store up / to be at a standstill / residence / house / restaurant / classifier for bedrooms
Environment	垃圾		lā jī	trash / refuse / garbage / (coll.) of poor quality / Taiwan pr. [le4 se4]
Environment	桶		tǒng	bucket / (trash) can / barrel (of oil etc) / CL: 個｜个, 隻｜只
Environment	丢	丟	diū	to lose / to put aside / to throw
Environment	脏	臟	zàng   zāng	viscera / (anatomy) organ  dirty / filthy
Environment	垃		lā	see 垃圾 / Taiwan pr. [le4]
Environment	圾		jī	see 垃圾 / Taiwan pr. [se4]
Work	先生		Xiān sheng   xiān sheng	Mister (Mr.)  teacher / husband / doctor (dialect) / CL: 位
Work	小姐		xiǎo jie	young lady / miss / (slang) prostitute / CL: 個｜个, 位
